country;type_community;marital_status;educatational;gender;age;occupation;household_compostion;support_refugees
BELGIQUE;Rural area or village;Divorced/Separated: without children;18;Woman;60;Skilled manual worker;1;3
BELGIQUE;Rural area or village;Single liv w partner: without children;23;Man;73;Retired, unable to work;2;2
BELGIQUE;Rural area or village;Widow: without children;14;Woman;69;Retired, unable to work;1;3
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;14;Man;61;Retired, unable to work;3;2
BELGIQUE;Rural area or village;(Re-)Married: without children;14;Woman;80;Retired, unable to work;2;2
BELGIQUE;Rural area or village;(Re-)Married: without children;22;Woman;63;Retired, unable to work;2;2
BELGIQUE;Rural area or village;(Re-)Married: without children;21;Woman;71;Retired, unable to work;2;3
BELGIQUE;Rural area or village;(Re-)Married: without children;18;Woman;78;Retired, unable to work;2;1
BELGIQUE;Rural area or village;Widow: without children;18;Man;64;Retired, unable to work;1;2
BELGIQUE;Large town;(Re-)Married: without children;16;Woman;58;Responsible for ordinary shopping, etc.;2;2
BELGIQUE;Small/middle town;Widow: without children;18;Man;67;Retired, unable to work;1;3
BELGIQUE;Rural area or village;Single liv w partner: childr this union;20;Man;46;Professional (lawyer, etc.);5;3
BELGIQUE;Rural area or village;Single liv w partner: childr this/prev union;28;Woman;31;Middle management, etc.;2;5
BELGIQUE;Small/middle town;Single liv w partner: without children;18;Man;25;Employed position, travelling;3;3
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;23;Woman;52;Responsible for ordinary shopping, etc.;4;2
BELGIQUE;Rural area or village;Single: without children;98;Woman;21;Student;3;2
BELGIQUE;Small/middle town;Widow: without children;14;Man;59;Employed position, at desk;1;2
BELGIQUE;Rural area or village;(Re-)Married: without children;17;Man;60;Owner of a shop, craftsmen, etc.;2;2
BELGIQUE;Small/middle town;Widow: with children;20;Man;83;Retired, unable to work;1;2
BELGIQUE;Small/middle town;Single liv w partner: childr prev union;25;Woman;34;Employed position, at desk;2;2
BELGIQUE;Large town;Single: without children;24;Woman;55;Employed position, travelling;1;2
BELGIQUE;Large town;Single: without children;19;Man;61;Owner of a shop, craftsmen, etc.;1;2
BELGIQUE;Large town;Single: without children;24;Woman;49;Employed position, at desk;2;2
BELGIQUE;Large town;(Re-)Married: children this marriage;25;Woman;30;Middle management, etc.;2;2
BELGIQUE;Large town;(Re-)Married: without children;25;Man;55;Employed position, at desk;2;2
BELGIQUE;Rural area or village;Single: without children;20;Man;45;Retired, unable to work;1;2
BELGIQUE;Rural area or village;Widow: with children;16;Man;64;Retired, unable to work;2;2
BELGIQUE;Rural area or village;(Re-)Married: without children;15;Man;73;Retired, unable to work;2;3
BELGIQUE;Small/middle town;Single liv w partner: childr prev union;24;Woman;46;Middle management, etc.;5;2
BELGIQUE;Small/middle town;(Re-)Married: without children;14;Woman;54;Unskilled manual worker, etc.;2;2
BELGIQUE;Small/middle town;(Re-)Married: children this marriage;30;Woman;51;Employed position, service job;4;2
BELGIQUE;Rural area or village;Divorced/Separated: without children;17;Woman;68;Retired, unable to work;1;2
BELGIQUE;Rural area or village;(Re-)Married: without children;14;Man;80;Retired, unable to work;2;2
BELGIQUE;Rural area or village;Widow: without children;18;Woman;81;Retired, unable to work;1;2
BELGIQUE;Rural area or village;Divorced/Separated: without children;17;Woman;51;Retired, unable to work;2;1
BELGIQUE;Rural area or village;Single: without children;98;Man;17;Student;4;1
BELGIQUE;Rural area or village;Single: without children;98;Man;21;Student;2;1
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;22;Man;32;Middle management, etc.;2;1
BELGIQUE;Rural area or village;Single: without children;98;Man;20;Student;3;4
BELGIQUE;Rural area or village;Single: without children;98;Woman;18;Student;3;1
BELGIQUE;Small/middle town;(Re-)Married: children this marriage;18;Woman;55;Employed position, at desk;3;2
BELGIQUE;Large town;(Re-)Married: children this marriage;17;Man;47;Unemployed, temporarily not working;4;2
BELGIQUE;Large town;(Re-)Married: without children;15;Man;75;Retired, unable to work;2;3
BELGIQUE;Large town;Widow: without children;14;Woman;81;Employed position, travelling;1;3
BELGIQUE;Large town;(Re-)Married: without children;20;Woman;27;Employed position, travelling;2;3
BELGIQUE;Large town;Divorced/Separated: without children;21;Man;62;Retired, unable to work;1;2
BELGIQUE;Rural area or village;(Re-)Married: without children;23;Man;68;Retired, unable to work;2;1
BELGIQUE;Rural area or village;Divorced/Separated: without children;18;Woman;55;Employed position, at desk;1;2
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;18;Man;51;Employed position, at desk;4;2
BELGIQUE;Rural area or village;Single liv w partner: without children;20;Woman;27;Unskilled manual worker, etc.;3;2
BELGIQUE;Small/middle town;(Re-)Married: without children;22;Man;59;Owner of a shop, craftsmen, etc.;2;2
BELGIQUE;Rural area or village;(Re-)Married: without children;25;Woman;62;Middle management, etc.;2;2
BELGIQUE;Small/middle town;Single: with children;19;Man;42;Skilled manual worker;1;2
BELGIQUE;Rural area or village;(Re-)Married: without children;15;Man;86;Retired, unable to work;1;1
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;18;Man;48;Skilled manual worker;5;1
BELGIQUE;Rural area or village;Divorced/Separated: with children;21;Woman;39;Farmer;1;2
BELGIQUE;Rural area or village;(Re-)Married: without children;14;Woman;77;Retired, unable to work;2;3
BELGIQUE;Rural area or village;Widow: without children;14;Woman;86;Retired, unable to work;1;2
BELGIQUE;Rural area or village;(Re-)Married: without children;17;Woman;69;Retired, unable to work;2;2
BELGIQUE;Rural area or village;(Re-)Married: without children;14;Man;86;Retired, unable to work;2;3
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;15;Man;57;Retired, unable to work;3;2
BELGIQUE;Large town;Divorced/Separated: with children;17;Woman;56;Skilled manual worker;2;4
BELGIQUE;Large town;(Re-)Married: without children;26;Man;61;General management, etc.;2;2
BELGIQUE;Rural area or village;Single: without children;18;Man;42;Unemployed, temporarily not working;2;1
BELGIQUE;Large town;Single liv w partner: childr prev union;20;Woman;42;Skilled manual worker;4;4
BELGIQUE;Small/middle town;Single: without children;16;Man;61;Professional (lawyer, etc.);1;2
BELGIQUE;Small/middle town;Single liv w partner: childr this union;24;Woman;52;Middle management, etc.;3;3
BELGIQUE;Large town;Single liv w partner: childr prev union;98;Woman;32;Student;2;1
BELGIQUE;Large town;(Re-)Married: without children;15;Man;62;Skilled manual worker;2;2
BELGIQUE;Small/middle town;(Re-)Married: without children;17;Woman;72;Retired, unable to work;2;3
BELGIQUE;Small/middle town;(Re-)Married: without children;25;Woman;27;Employed position, service job;2;2
BELGIQUE;Large town;Widow: without children;14;Woman;83;Retired, unable to work;1;4
BELGIQUE;Large town;Single liv w partner: without children;18;Man;47;Responsible for ordinary shopping, etc.;1;2
BELGIQUE;Large town;(Re-)Married: children this marriage;24;Woman;38;Employed position, at desk;2;1
BELGIQUE;Small/middle town;Divorced/Separated: without children;16;Woman;60;Responsible for ordinary shopping, etc.;1;2
BELGIQUE;Small/middle town;Divorced/Separated: without children;18;Woman;65;Employed position, at desk;1;2
BELGIQUE;Small/middle town;Divorced/Separated: without children;18;Woman;64;Employed position, at desk;1;3
BELGIQUE;Rural area or village;Divorced/Separated: without children;18;Woman;61;Employed position, service job;1;1
BELGIQUE;Small/middle town;Divorced/Separated: with children;20;Woman;49;Employed position, travelling;5;2
BELGIQUE;Small/middle town;(Re-)Married: children this marriage;18;Man;50;Retired, unable to work;5;1
BELGIQUE;Rural area or village;(Re-)Married: without children;18;Man;78;Retired, unable to work;2;3
BELGIQUE;Rural area or village;Divorced/Separated: without children;24;Woman;57;Unemployed, temporarily not working;1;4
BELGIQUE;Rural area or village;(Re-)Married: without children;20;Man;38;Employed position, at desk;2;2
BELGIQUE;Large town;Single: without children;98;Woman;20;Student;4;1
BELGIQUE;Rural area or village;(Re-)Married: without children;20;Man;38;Skilled manual worker;2;3
BELGIQUE;Small/middle town;Widow: without children;17;Man;59;Unemployed, temporarily not working;1;3
BELGIQUE;Rural area or village;(Re-)Married: without children;18;Woman;64;Retired, unable to work;2;1
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;24;Man;45;General management, etc.;3;1
BELGIQUE;Large town;Divorced/Separated: with children;20;Woman;39;Employed position, at desk;1;3
BELGIQUE;Small/middle town;(Re-)Married: without children;16;Man;66;Retired, unable to work;2;3
BELGIQUE;Small/middle town;Divorced/Separated: without children;19;Woman;70;Retired, unable to work;1;1
BELGIQUE;Small/middle town;(Re-)Married: without children;18;Man;51;Skilled manual worker;2;3
BELGIQUE;Small/middle town;Single: without children;98;Man;18;Student;5;1
BELGIQUE;Small/middle town;(Re-)Married: children this marriage;19;Man;49;Responsible for ordinary shopping, etc.;3;4
BELGIQUE;Rural area or village;(Re-)Married: without children;14;Man;61;Retired, unable to work;2;2
BELGIQUE;Rural area or village;(Re-)Married: without children;13;Woman;75;Retired, unable to work;2;2
BELGIQUE;Rural area or village;Single: without children;18;Man;37;Unskilled manual worker, etc.;3;2
BELGIQUE;Rural area or village;Other (SPONT.);18;Woman;34;Unskilled manual worker, etc.;3;2
BELGIQUE;Rural area or village;Divorced/Separated: without children;18;Man;57;Retired, unable to work;1;4
BELGIQUE;Rural area or village;(Re-)Married: without children;18;Man;67;Retired, unable to work;2;4
BELGIQUE;Rural area or village;Single: without children;98;Man;16;Student;5;1
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;21;Woman;45;Owner of a shop, craftsmen, etc.;3;2
BELGIQUE;Rural area or village;Single liv w partner: childr this union;18;Man;73;Retired, unable to work;5;3
BELGIQUE;Rural area or village;(Re-)Married: without children;14;Woman;64;Retired, unable to work;2;2
BELGIQUE;Rural area or village;Divorced/Separated: without children;16;Man;57;Unemployed, temporarily not working;1;3
BELGIQUE;Small/middle town;Divorced/Separated: with children;20;Man;46;Skilled manual worker;1;2
BELGIQUE;Large town;(Re-)Married: without children;19;Man;54;Employed position, at desk;2;2
BELGIQUE;Large town;(Re-)Married: children this marriage;22;Man;53;Middle management, etc.;3;2
BELGIQUE;Rural area or village;(Re-)Married: without children;21;Man;69;Retired, unable to work;2;2
BELGIQUE;Large town;Single: without children;14;Man;80;Retired, unable to work;1;3
BELGIQUE;Large town;(Re-)Married: without children;18;Man;70;Retired, unable to work;2;2
BELGIQUE;Large town;(Re-)Married: without children;15;Man;64;Retired, unable to work;2;3
BELGIQUE;Large town;(Re-)Married: without children;18;Man;55;Skilled manual worker;2;2
BELGIQUE;Large town;(Re-)Married: without children;14;Man;58;Retired, unable to work;2;3
BELGIQUE;Large town;Single: without children;98;Woman;16;Student;5;2
BELGIQUE;Large town;(Re-)Married: children this marriage;22;Woman;32;Employed position, at desk;2;1
BELGIQUE;Large town;Widow: without children;18;Woman;89;Retired, unable to work;1;1
BELGIQUE;Small/middle town;Single liv w partner: childr this union;17;Man;42;Employed position, service job;3;4
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;26;Woman;42;General management, etc.;2;1
BELGIQUE;Rural area or village;Single: with children;21;Woman;58;Employed position, service job;1;3
BELGIQUE;Small/middle town;(Re-)Married: without children;18;Woman;64;Retired, unable to work;2;3
BELGIQUE;Small/middle town;(Re-)Married: without children;23;Man;72;Retired, unable to work;2;1
BELGIQUE;Small/middle town;Single liv w partner: childr this union;19;Woman;33;Skilled manual worker;2;2
BELGIQUE;Rural area or village;(Re-)Married: without children;16;Man;63;Retired, unable to work;2;2
BELGIQUE;Small/middle town;Single liv w partner: childr this union;19;Man;47;Skilled manual worker;2;1
BELGIQUE;Rural area or village;Single liv w partner: childr this union;19;Man;38;Employed position, at desk;2;3
BELGIQUE;Large town;(Re-)Married: without children;26;Man;32;General management, etc.;2;1
BELGIQUE;Large town;Single: with children;18;Woman;66;Retired, unable to work;2;2
BELGIQUE;Large town;Single: without children;22;Woman;64;Owner of a shop, craftsmen, etc.;1;2
BELGIQUE;Large town;Single liv w partner: without children;25;Man;54;Employed position, travelling;2;2
BELGIQUE;Small/middle town;(Re-)Married: without children;19;Woman;67;Retired, unable to work;2;2
BELGIQUE;Small/middle town;(Re-)Married: without children;14;Man;72;Retired, unable to work;2;2
BELGIQUE;Small/middle town;(Re-)Married: without children;18;Woman;66;Retired, unable to work;2;2
BELGIQUE;Small/middle town;(Re-)Married: without children;14;Woman;57;Skilled manual worker;2;3
BELGIQUE;Small/middle town;(Re-)Married: children this marriage;21;Man;51;Employed position, service job;3;2
BELGIQUE;Small/middle town;Single liv w partner: without children;19;Woman;21;Skilled manual worker;4;2
BELGIQUE;Small/middle town;(Re-)Married: without children;18;Woman;47;Employed position, travelling;2;2
BELGIQUE;Small/middle town;(Re-)Married: without children;14;Man;72;Retired, unable to work;2;1
BELGIQUE;Small/middle town;(Re-)Married: children this marriage;21;Woman;47;Employed position, at desk;3;2
BELGIQUE;Rural area or village;Widow: without children;15;Woman;76;Retired, unable to work;1;3
BELGIQUE;Rural area or village;(Re-)Married: without children;17;Man;64;Retired, unable to work;2;2
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;17;Man;56;Supervisor;3;2
BELGIQUE;Rural area or village;(Re-)Married: children this marriage;21;Woman;43;Middle management, etc.;3;2
BELGIQUE;Large town;Single: without children;98;Woman;23;Student;3;2
BELGIQUE;Large town;Single: with children;97;Woman;48;Unskilled manual worker, etc.;2;2
BELGIQUE;Large town;Single: without children;97;Woman;26;Employed position, service job;1;2
